[1, 236520394, 236580968, 266, 7]
[1, 236569946, 236621766, 142, 4]
[1, 236621768, 236633227, 80, 4]
[1, 236740825, 236808886, 63, 2]
[1, 237288656, 237432531, 155, 4]
[1, 237307781, 237473463, 246, 7]
[1, 237516022, 237565567, 135, 4]
[1, 238463245, 238487742, 102, 3]
[1, 238963648, 239135292, 208, 6]
[1, 239699111, 239771628, 101, 3]
[1, 240782991, 240815232, 78, 2]
[1, 241409870, 241539789, 146, 4]
[1, 242038996, 242056294, 67, 2]
[1, 244533889, 244560350, 97, 3]
[1, 244961739, 245007827, 105, 3]
[1, 246191356, 246226265, 144, 4]
[1, 246192366, 246249857, 328, 9]
[1, 246243839, 246255932, 93, 3]
[1, 246270649, 246358995, 130, 4]
[1, 247180902, 247192777, 54, 3]
[1, 247194946, 247249019, 92, 3]
[1, 247915783, 247984347, 185, 5]
[1, 248272529, 248318359, 180, 5]
[1, 248271409, 248385449, 437, 12]
[1, 248317194, 248438019, 320, 9]
[1, 248379725, 248436187, 77, 2]
